year,location,percent_obese
2018,Virginia,29.3
2018,New Jersey,25.7
2018,California,25.6
2018,New Hampshire,28.3
2018,Colorado,31.1
2018,Mississippi,42.6
2018,Maryland,37.0
2018,Illinois,16.8
2018,South Carolina,35.1
2018,Alabama,25.4
2018,New Mexico,35.5
2018,Puerto Rico,37.8
2018,California,27.0
2018,Texas,38.6
2018,Wyoming,27.4
2018,Missouri,20.6
2018,Connecticut,27.4
2018,Nevada,28.1
2018,Washington,31.8
2018,Vermont,27.4
2018,Louisiana,33.3
2018,Nevada,29.5
2018,West Virginia,46.2
2018,Colorado,12.0
2018,Wisconsin,33.5
2018,Idaho,27.9
2018,Puerto Rico,33.2
2018,Utah,30.0
2018,Maine,42.3
2018,Vermont,25.3
2018,Washington,30.2
2018,Tennessee,35.3
2018,Oklahoma,38.4
2018,Delaware,32.5
2018,South Carolina,29.3
2018,Montana,24.1
2018,Massachusetts,26.2
2018,Alabama,39.8
2018,Connecticut,12.4
2018,District of Columbia,36.1
2018,Missouri,31.3
2018,Hawaii,24.9
2018,North Carolina,58.6
2018,North Carolina,31.6
2018,Kansas,31.9
2018,Arkansas,39.7
2018,South Dakota,33.4
2018,Illinois,30.6
2018,Maryland,35.4
2018,Pennsylvania,30.8
2018,Montana,30.0
2018,Missouri,50.9
2018,Virginia,33.1
2018,Kansas,32.9
2018,Montana,23.7
2018,Pennsylvania,30.8
2018,Tennessee,34.6
2018,Nebraska,38.8
2018,Maine,23.5
2018,Hawaii,26.5
2018,Kentucky,36.4
2018,Florida,27.8
2018,District of Columbia,27.1
2018,Arizona,29.4
2018,Oregon,33.7
2018,Texas,34.8
2018,Nebraska,33.9
2018,Mississippi,39.9
2018,Rhode Island,16.6
2018,Michigan,33.3
2018,Massachusetts,40.0
2018,Indiana,30.2
2018,Alabama,39.2
2018,Ohio,31.0
2018,Maryland,27.4
2018,New York,27.3
2018,Hawaii,28.7
2018,Alabama,34.2
2018,Pennsylvania,26.9
2018,Indiana,37.6
2017,Rhode Island,24.6
2018,Wisconsin,34.8
2018,Tennessee,29.2
2018,Florida,33.9
2018,Guam,23.9
2018,Puerto Rico,32.7
2018,Oregon,35.5
2018,Pennsylvania,34.4
2018,California,24.2
2018,Georgia,35.6
2018,Wisconsin,35.4
2018,South Carolina,28.7
2014,Puerto Rico,29.6
2018,Oklahoma,34.6
2018,Alabama,43.7
2018,New Mexico,33.5
2018,Texas,36.2
2018,South Dakota,34.5
2018,New Mexico,25.5
2018,Maine,30.4
2018,Colorado,22.9
2018,Alaska,29.1
2014,Puerto Rico,31.4
2018,Iowa,39.3
2018,Florida,25.7
2018,Puerto Rico,35.9
2018,Pennsylvania,29.9
2018,Tennessee,28.7
2018,Oregon,29.5
2018,West Virginia,42.5
2018,Massachusetts,25.3
2018,Washington,22.4
2018,Connecticut,31.1
2018,South Dakota,28.5
2013,Puerto Rico,25.4
2018,Arizona,36.7
2018,Connecticut,24.9
2018,Georgia,32.1
2018,Illinois,10.2
2018,Idaho,33.3
2018,New Mexico,32.5
2018,Texas,35.6
2018,Kentucky,41.7
2018,Alaska,29.3
2018,Maine,34.6
2018,Pennsylvania,27.6
2018,Illinois,33.2
2018,Mississippi,40.8
2018,Kentucky,36.8
2018,Kentucky,29.0
2018,Vermont,19.4
2018,South Carolina,34.3
2018,Iowa,35.3
2018,Rhode Island,27.5
2018,Arizona,38.7
2018,West Virginia,34.1
2018,Idaho,23.9
2018,Nevada,27.9
2018,Arkansas,36.4
2018,Kansas,31.0
2018,New Jersey,31.8
2018,South Carolina,32.3
2018,Maine,27.7
2018,Oklahoma,37.0
2018,Michigan,31.5
2018,Oklahoma,35.5
2018,District of Columbia,23.6
2018,North Carolina,40.3
2018,Rhode Island,39.2
2018,Wyoming,37.4
2018,California,25.8
2015,Puerto Rico,29.9
2018,New Jersey,28.9
2018,Utah,26.6
2018,Ohio,32.7
2018,Maryland,38.7
2018,Missouri,32.0
2018,Louisiana,36.0
2018,Illinois,35.7
2018,Minnesota,32.8
2018,Oregon,26.9
2018,Nevada,25.6
2014,Puerto Rico,28.6
2018,Indiana,34.2
2018,Missouri,41.7
2018,Michigan,37.7
2018,Montana,21.8
2018,Oklahoma,33.7
2018,Wyoming,30.9
2018,Georgia,34.9
2018,Tennessee,30.7
2018,District of Columbia,34.9
2018,Florida,33.7
2018,Oregon,9.8
2018,California,25.4
2018,North Dakota,34.9
2018,Puerto Rico,32.9
2018,New York,12.4
2018,Minnesota,20.1
2018,Maine,35.4
2018,Vermont,21.1
2018,Kansas,43.5
2018,California,10.9
2018,Indiana,29.7
2018,North Carolina,39.2
2018,Iowa,20.9
2018,Guam,31.5
2018,Nebraska,37.4
2018,District of Columbia,30.3
2018,Alaska,31.8
2018,Florida,37.9
2018,Colorado,22.3
2018,Maryland,29.5
2018,Puerto Rico,23.2
2018,Missouri,34.4
2018,North Carolina,33.0
2018,New York,32.4
2018,Arizona,8.1
2018,Massachusetts,6.5
2018,South Carolina,39.0
2018,District of Columbia,35.8
2018,Utah,28.7
2018,Vermont,27.2
2018,Rhode Island,24.3
2018,Indiana,35.4
2018,Pennsylvania,7.6
2018,Nevada,23.5
2018,South Dakota,30.5
2018,Nebraska,41.9
2018,Kentucky,34.1
2018,Idaho,27.1
2018,Connecticut,28.4
2018,Utah,16.9
2018,Louisiana,33.9
2018,Alaska,31.2
2018,New Hampshire,39.0
2018,Washington,30.6
2018,Iowa,35.0
2018,Massachusetts,20.9
2018,Missouri,36.7
2018,West Virginia,40.7
2018,Florida,31.9
2018,New York,32.1
2018,Ohio,16.7
2018,Wisconsin,28.7
2018,Maryland,28.6
2018,Oklahoma,32.5
2018,Virginia,37.1
2018,Mississippi,45.4
2018,Utah,29.7
2018,Kansas,33.3
2018,North Dakota,33.4
2018,Hawaii,23.1
2018,New York,34.9
2018,Georgia,33.9
2018,Maryland,35.2
2018,Oregon,34.8
2016,West Virginia,46.3
2016,North Carolina,33.5
2016,Colorado,33.5
2016,Washington,34.1
2016,West Virginia,37.9
2018,North Dakota,36.2
2018,Michigan,18.9
2018,North Carolina,27.5
2018,Oregon,35.8
2018,Wyoming,28.2
2018,Washington,32.6
2018,Missouri,29.3
2018,Iowa,34.6
2018,Washington,32.7
2018,California,22.8
2018,Virginia,37.6
2018,North Carolina,33.9
2018,New Hampshire,30.0
2018,Nevada,33.9
2018,Tennessee,35.9
2018,Minnesota,26.9
2018,Louisiana,40.2
2018,New Hampshire,30.5
2018,Nevada,33.5
2018,New York,24.7
2018,Colorado,24.4
2018,West Virginia,39.5
2018,Florida,37.7
2018,Nebraska,36.1
2018,Illinois,37.6
2018,Puerto Rico,30.7
2018,Iowa,34.0
2018,Missouri,37.8
2018,District of Columbia,27.1
2018,Alaska,29.9
2018,Guam,32.3
2018,Virginia,35.2
2018,Indiana,37.4
2018,Massachusetts,23.5
2018,Virginia,40.2
2018,Arkansas,33.5
2018,Wyoming,30.2
2018,Georgia,32.5
2018,Illinois,39.6
2018,Arizona,23.5
2018,Delaware,33.5
2018,New York,30.7
2018,Montana,27.8
2018,Alaska,25.2
2018,Pennsylvania,35.5
2018,New Mexico,32.2
2018,North Dakota,21.1
2018,Rhode Island,37.4
2018,District of Columbia,19.0
2018,Utah,32.8
2018,New Hampshire,34.0
2018,Ohio,34.3
2018,Virginia,32.8
2018,Texas,33.3
2018,Texas,39.6
2018,Connecticut,31.2
2018,Kansas,38.0
2018,South Carolina,27.3
2018,Arizona,26.6
2018,Missouri,52.5
2018,Nevada,34.6
2018,Wyoming,28.4
2018,North Carolina,27.6
2018,Oklahoma,24.2
2018,North Dakota,34.2
2018,Michigan,29.7
2018,Nebraska,36.9
2018,District of Columbia,39.5
2018,Arkansas,40.3
2018,Wisconsin,31.2
2018,North Dakota,34.3
2018,Mississippi,46.1
2018,Maine,33.3
2018,South Carolina,40.2
2018,Hawaii,17.5
2018,Nebraska,41.0
2018,Massachusetts,24.3
2018,Missouri,40.7
2018,Utah,40.7
2015,Guam,37.1
2018,Colorado,25.5
2018,Florida,31.9
2018,Oregon,31.8
2018,New York,22.1
2018,Kansas,21.8
2018,Michigan,34.9
2018,Colorado,23.0
2018,Tennessee,37.5
2018,Washington,28.9
2018,Kentucky,18.5
2018,Louisiana,39.2
2018,Hawaii,31.1
2018,Florida,30.7
2018,Oregon,26.9
2018,Nevada,34.2
2018,Mississippi,36.3
2018,Colorado,21.3
2018,Ohio,36.5
2018,Guam,30.8
2018,Indiana,22.6
2018,Montana,33.6
2018,Colorado,17.7
2018,West Virginia,48.2
2018,Tennessee,33.5
2018,Georgia,28.7
2018,South Dakota,29.6
2018,South Carolina,27.7
2018,Kansas,35.6
2018,Nevada,20.2
2015,Guam,29.6
2018,Washington,36.8
2018,Vermont,31.1
2018,Minnesota,33.8
2018,Mississippi,39.5
2018,Ohio,43.3
2018,Alabama,42.0
2018,Georgia,29.7
2018,Montana,25.8
2018,Indiana,32.6
2018,Vermont,20.4
2018,Guam,26.3
2018,Texas,29.2
2018,New Jersey,31.1
2018,Oklahoma,29.4
2018,South Dakota,36.2
2018,Virginia,35.9
2018,District of Columbia,37.4
2018,Mississippi,36.1
2018,New Hampshire,39.0
2018,Iowa,36.1
2018,New Mexico,24.2
2018,Illinois,30.9
2018,Iowa,27.9
2018,Vermont,30.5
2018,Idaho,31.0
2018,New Mexico,36.4
2018,Kentucky,39.8
2018,Illinois,25.1
2018,Puerto Rico,25.4
2018,Texas,41.0
2018,California,28.5
2018,New Jersey,26.0
2018,Maine,36.1
2018,Delaware,27.6
2018,Utah,27.8
2018,Nebraska,42.8
2018,Hawaii,31.1
2018,Rhode Island,30.7
2018,Utah,40.9
2018,Idaho,29.3
2018,Idaho,24.8
2018,Ohio,20.0
2018,Alabama,36.2
2018,Maine,30.3
2018,Delaware,12.6
2018,South Carolina,34.7
2018,Arkansas,36.2
2017,Oregon,35.1
2018,New Jersey,16.3
2018,Kansas,37.1
2018,Wyoming,33.9
2018,Michigan,8.0
2018,Rhode Island,23.7
2018,Delaware,42.1
2018,Kentucky,30.8
2018,Utah,24.5
2018,North Carolina,16.7
2018,Maryland,41.8
2020,Rhode Island,35.4
2020,Texas,32.3
2020,Illinois,35.9
2020,New York,29.9
2020,Georgia,10.1
2020,Kentucky,36.2
2020,Nevada,33.3
2020,New York,26.4
2020,North Carolina,30.4
2020,New Jersey,31.9
2020,Kentucky,30.9
2020,Arizona,33.8
2020,Rhode Island,33.4
2020,Massachusetts,28.9
2020,Arizona,34.0
2020,Massachusetts,26.1
2020,New York,30.4
2020,North Dakota,34.4
2020,Washington,31.4
2020,Maryland,31.0
2020,South Dakota,35.7
2020,Guam,28.7
2020,Vermont,26.1
2020,Ohio,37.9
2020,Nebraska,39.7
2020,Utah,23.5
2020,New Hampshire,29.7
2020,Mississippi,49.0
2020,Puerto Rico,17.6
2020,Montana,14.3
2020,California,26.1
2020,Kansas,38.0
2020,Hawaii,26.1
2020,Indiana,24.5
2020,Connecticut,23.3
2020,Georgia,40.6
2020,Washington,24.9
2020,Alaska,33.4
2020,Illinois,34.5
2014,Puerto Rico,25.1
2020,New Mexico,27.4
2011,Georgia,33.9
2016,Michigan,32.6
2016,District of Columbia,20.8
2016,Indiana,35.3
2016,Ohio,32.0
2016,Tennessee,34.8
2016,Virginia,36.9
2016,Virginia,40.0
2016,Kentucky,36.3
2016,Michigan,26.2
2020,Virginia,32.2
2020,New Hampshire,13.3
2020,Alabama,39.6
2020,Vermont,15.2
2020,Indiana,40.7
2020,South Dakota,31.9
2020,Hawaii,26.7
2020,West Virginia,40.3
2020,Guam,28.2
2020,Georgia,32.1
2020,Wyoming,36.4
2020,Oregon,28.5
2020,Nebraska,36.3
2020,California,33.0
2020,Iowa,49.4
2020,Missouri,40.4
2020,West Virginia,37.2
2020,Idaho,33.3
2016,Vermont,27.1
2016,Virginia,18.2
2016,Massachusetts,20.1
2016,Idaho,25.8
2016,Guam,29.9
2020,Oklahoma,36.5
2020,Alabama,44.3
2020,Idaho,32.0
2020,Minnesota,30.8
2020,West Virginia,39.8
2020,District of Columbia,24.2
2020,Florida,28.6
2020,Maryland,36.2
2020,Alaska,34.9
2020,Oklahoma,41.8
2020,New Mexico,30.7
2020,North Carolina,37.3
2020,Maryland,33.8
2020,Florida,25.6
2020,North Dakota,35.3
2020,Oregon,13.9
2020,South Dakota,35.5
2020,Arizona,34.8
2020,Idaho,27.6
2020,District of Columbia,16.8
2020,Louisiana,40.9
2020,Texas,41.3
2020,Missouri,36.2
2020,Wisconsin,35.5
2013,Puerto Rico,33.5
2020,Ohio,39.8
2020,Colorado,29.5
2020,Montana,27.5
2020,Hawaii,30.8
2020,Alabama,39.8
2020,Utah,28.6
2020,Tennessee,40.4
2020,Kansas,31.5
2020,Delaware,33.4
2020,Wisconsin,28.3
2020,Kentucky,38.2
2020,New Hampshire,32.3
2020,Michigan,28.6
2020,Connecticut,34.2
2020,Florida,12.7
2020,District of Columbia,33.4
2020,North Dakota,52.8
2020,Guam,34.4
2020,Nebraska,38.6
2020,Maine,27.4
2020,Florida,38.4
2020,Kansas,39.9
2020,Maine,31.4
2020,Pennsylvania,29.4
2020,Mississippi,42.1
2020,New York,31.8
2020,New Jersey,28.6
2020,Indiana,36.8
2020,Guam,41.9
2020,Colorado,26.6
2020,Virginia,25.4
2020,Oklahoma,35.4
2020,Texas,35.4
2020,Iowa,38.0
2020,Oklahoma,36.4
2020,Delaware,39.8
2020,New Mexico,22.9
2020,Oregon,35.5
2020,Minnesota,32.7
2020,Connecticut,25.2
2020,Illinois,39.1
2020,South Carolina,46.6
2020,New Hampshire,33.8
2020,Alaska,32.4
2020,North Dakota,32.2
2020,Pennsylvania,16.7
2020,Montana,27.7
2020,Vermont,34.4
2020,Pennsylvania,43.0
2020,Nevada,31.1
2020,Nevada,28.9
2020,Wyoming,32.9
2020,Louisiana,25.8
2020,Massachusetts,29.3
2020,Puerto Rico,31.2
2020,Tennessee,43.7
2020,Washington,36.6
2020,Montana,29.9
2020,New Hampshire,34.5
2020,Colorado,26.6
2020,Arkansas,31.1
2020,Idaho,34.6
2020,Wisconsin,30.6
2020,California,32.4
2020,New York,25.0
2020,Arkansas,42.0
2020,Virginia,31.8
2020,Hawaii,45.1
2020,Maine,30.5
2020,West Virginia,38.6
2020,Connecticut,34.1
2020,Ohio,43.1
2020,Alabama,34.9
2020,Pennsylvania,39.1
2020,Massachusetts,23.5
2020,West Virginia,39.6
2020,District of Columbia,20.8
2020,Indiana,38.4
2020,South Dakota,44.7
2020,Kentucky,42.5
2020,Florida,28.4
2020,Montana,29.3
2020,Vermont,28.7
2020,Louisiana,31.6
2020,Alaska,30.4
2020,Maryland,34.9
2020,Indiana,38.3
2020,Alabama,48.1
2020,Kansas,29.9
2020,Texas,46.8
2020,Virginia,37.1
2020,Hawaii,29.5
2020,Connecticut,40.8
2020,Nebraska,33.5
2020,North Dakota,34.5
2020,Oregon,28.1
2020,Minnesota,26.5
2020,Florida,23.6
2020,Wisconsin,32.5
2020,Nebraska,36.5
2020,Michigan,40.8
2020,Tennessee,36.4
2020,Washington,28.0
2020,Oregon,30.5
2020,Iowa,36.8
2020,North Carolina,37.2
2020,Nebraska,19.6
2020,Illinois,28.6
2020,Florida,23.8
2020,Georgia,35.7
2020,Virginia,19.7
2015,Puerto Rico,29.5
2020,South Carolina,39.5
2020,Virginia,28.2
2020,Rhode Island,35.2
2020,Guam,26.6
2020,New Jersey,29.8
2020,California,31.9
2020,Texas,38.0
2016,South Dakota,15.0
2016,Wyoming,28.2
2016,Rhode Island,2.5
2016,Maine,30.9
2016,Washington,37.7
2016,Washington,16.4
2016,Maryland,32.8
2016,Pennsylvania,36.9
2016,North Carolina,32.1
2020,Utah,46.9
2020,New York,26.3
2020,Illinois,40.5
2020,Delaware,36.0
2020,New Hampshire,32.6
2020,Maryland,30.1
2020,Minnesota,33.2
2020,Virginia,33.0
2020,Pennsylvania,35.3
2020,New Mexico,43.0
2020,Nebraska,33.3
2020,Michigan,42.8
2020,Washington,32.8
2020,Wyoming,24.4
2020,Arizona,37.4
2020,Washington,31.6
2020,Wyoming,30.4
2020,Guam,36.0
2020,Louisiana,36.2
2020,Kansas,43.2
2020,Washington,20.5
2020,California,22.9
2020,Utah,34.0
2020,Puerto Rico,30.3
2020,Nevada,20.8
2020,Tennessee,37.7
2020,Connecticut,30.0
2020,North Carolina,36.8
2020,Colorado,21.5
2017,Iowa,37.7
2020,Missouri,37.0
2020,Wisconsin,34.3
2020,West Virginia,42.0
2013,Puerto Rico,29.7
2020,South Carolina,44.5
2020,District of Columbia,29.1
2020,Washington,8.4
2020,Iowa,44.8
2020,Idaho,36.4
2020,Vermont,31.1
2020,New Mexico,44.1
2020,Arkansas,39.1
2016,Iowa,14.4
2016,Illinois,31.0
2016,Nebraska,33.4
2016,Oregon,28.8
2016,Hawaii,17.8
2020,Rhode Island,32.3
2020,New Jersey,25.7
2020,Wisconsin,36.4
2020,Minnesota,30.7
2020,Ohio,12.3
2020,North Carolina,20.8
2020,Georgia,30.1
2020,Tennessee,34.2
2020,Michigan,38.5
2020,Delaware,37.7
2020,Utah,30.4
2020,Maryland,34.1
2020,North Carolina,26.8
2020,Arizona,33.0
2020,Idaho,51.0
2020,Iowa,33.9
2020,Illinois,31.5
2020,Michigan,36.6
2020,New York,26.2
2020,Idaho,40.4
2020,Pennsylvania,34.9
2020,Iowa,35.8
2020,Ohio,33.9
2020,Maine,32.2
2020,New York,28.5
2020,Pennsylvania,33.5
2020,Florida,33.8
2020,Kentucky,34.4
2020,New Jersey,32.4
2020,Delaware,18.2
2020,South Dakota,33.2
2020,Oregon,25.5
2020,Mississippi,35.9
2020,Rhode Island,33.8
2020,Nebraska,31.3
2020,Georgia,38.1
2020,New York,23.6
2020,Kansas,35.7
2020,Ohio,33.4
2020,Kansas,35.3
2020,South Dakota,28.4
2020,North Dakota,36.5
2020,Arkansas,37.8
2020,Minnesota,32.7
2017,Ohio,38.2
2020,Hawaii,18.7
2020,Michigan,40.6
2020,Indiana,4.2
2020,Massachusetts,28.8
2020,Guam,18.7
2020,Montana,28.2
2020,Virginia,30.3
2020,Oklahoma,42.3
2020,Alaska,29.7
2020,Utah,34.0
2020,Massachusetts,25.6
2020,North Dakota,32.9
2020,Florida,32.4
2020,Mississippi,41.4
2020,New Mexico,32.8
2020,Colorado,28.7
2020,North Dakota,34.3
2020,District of Columbia,23.8
2020,California,34.1
2020,Puerto Rico,41.8
2020,Nevada,35.6
2020,Washington,20.7
2020,Kansas,8.1
2020,Texas,32.5
2020,Louisiana,40.4
2020,Arkansas,38.2
2020,New Hampshire,23.4
2020,Indiana,40.2
2020,Hawaii,24.5
2020,Arizona,37.6
2020,Oklahoma,32.7
2020,Guam,35.1
2020,Iowa,36.8
2020,Ohio,37.7
2020,Georgia,35.1
2020,Idaho,21.1
2020,New Hampshire,25.9
2020,Alaska,29.1
2020,Vermont,26.3
2020,Kentucky,32.1
2020,California,31.9
2020,Idaho,37.7
2020,Indiana,43.0
2020,South Carolina,40.1
2020,Illinois,35.1
2020,South Dakota,35.1
2020,Vermont,32.4
2020,Louisiana,36.4
2020,Delaware,35.6
2020,Delaware,42.0
2020,West Virginia,20.4
2020,Kentucky,38.4
2020,Michigan,46.7
2020,New York,29.3
2020,Arizona,33.8
2020,Wyoming,24.5
2020,Colorado,22.2
2020,Nebraska,28.7
2020,Iowa,36.1
2020,Maine,30.7
2020,Arkansas,33.8
2020,New York,24.5
2020,Ohio,47.2
2020,Mississippi,46.4
2020,Arizona,30.9
2020,North Dakota,37.2
2020,Utah,28.0
2020,Ohio,42.6
2020,Kansas,40.3
2020,Rhode Island,32.4
2020,Hawaii,23.5
2020,Missouri,34.5
2020,Massachusetts,21.4
2020,Minnesota,37.2
2020,Colorado,31.0
2020,Wyoming,29.6
2020,Michigan,36.0
2020,North Carolina,47.0
2020,New York,29.6
2020,Louisiana,39.7
2020,Nevada,19.8
2020,Washington,37.0
2020,Washington,28.0
2020,Wisconsin,19.8
2020,Tennessee,40.7
2020,Louisiana,34.3
2020,Minnesota,32.4
2020,Oklahoma,38.1
2020,Puerto Rico,32.9
2020,New York,35.1
2020,Oregon,27.0
2020,Kentucky,36.6
2020,California,51.9
2020,South Carolina,33.0
2020,Guam,32.5
2020,Alaska,29.6
2020,Wisconsin,35.9
2020,Alaska,29.6
2020,Guam,35.7
2020,Texas,31.3
2016,Virginia,32.1
2016,Louisiana,40.5
2016,Mississippi,36.5
2016,Kansas,34.7
2020,Montana,30.2
2020,Montana,27.8
2020,Colorado,28.0
2020,Rhode Island,33.4
2020,Maryland,28.9
2020,Arkansas,34.2
2020,Iowa,39.2
2020,Massachusetts,29.6
2020,North Carolina,21.1
2020,District of Columbia,23.5
2020,New Hampshire,27.9
2020,Illinois,41.5
2020,North Dakota,34.5
2020,Connecticut,27.2
2020,Connecticut,32.8
2020,New Mexico,15.8
2020,Delaware,38.1
2020,Connecticut,27.9
2020,Arizona,32.4
2020,New Mexico,29.0
2020,Utah,32.9
2020,Arkansas,31.5
2020,Texas,37.1
2020,New York,23.6
2020,Connecticut,40.0
2020,Maine,32.3
2020,Pennsylvania,39.3
2020,South Carolina,36.2
2020,Montana,30.9
2020,Ohio,35.1
2020,Hawaii,22.3
2020,Pennsylvania,31.5
2020,Arkansas,37.1
2020,Delaware,49.6
2020,Delaware,37.5
2020,Alaska,24.1
2020,Indiana,39.4
2020,Illinois,32.4
2020,Minnesota,51.5
2020,Florida,27.9
2020,Kansas,34.4
2020,Kentucky,38.5
2020,Washington,27.9
2020,Michigan,34.2
2020,Nevada,30.3
2020,Louisiana,44.5
2020,New Hampshire,10.9
2020,Vermont,26.6
2020,South Carolina,38.1
2020,Kansas,43.3
2020,Alaska,34.4
2020,West Virginia,37.6
2020,Iowa,36.5
2020,West Virginia,40.8
2020,New Jersey,26.2
2020,Mississippi,43.9
2020,Oregon,27.7
2020,Minnesota,28.2
2020,Wyoming,19.6
2020,Maryland,12.0
2016,Louisiana,32.9
2016,Georgia,41.1
2016,Utah,27.5
2016,Colorado,26.5
2016,Utah,31.2
2016,California,23.4
2016,Kentucky,29.2
2020,Maryland,31.8
2020,Oklahoma,39.0
2020,New Jersey,29.2
2020,Hawaii,15.8
2020,Missouri,33.7
2020,Louisiana,42.8
2020,Idaho,37.0
2020,North Dakota,35.6
2020,Ohio,37.6
2020,Minnesota,26.5
2020,Oregon,26.9
2020,Illinois,31.6
2020,Michigan,33.4
2020,Missouri,37.2
2020,New Hampshire,29.0
2020,Missouri,35.0
2020,Montana,47.1
2020,Colorado,24.9
2020,Hawaii,18.7
2020,Alabama,35.2
2015,Guam,33.2
2020,Puerto Rico,32.6
2020,Nevada,27.0
2020,Tennessee,41.1
2020,Oregon,29.4
2020,Guam,33.2
2020,Georgia,24.2
2020,California,19.6
2020,Wisconsin,32.0
2020,Puerto Rico,34.3
2020,Wyoming,30.7
2020,South Dakota,39.5
2020,Michigan,31.0
2020,Iowa,41.7
2014,Guam,27.3
2020,New Mexico,34.7
2020,Georgia,32.6
2015,Guam,32.0
2020,South Dakota,38.4
2020,Maine,34.3
2020,Oklahoma,30.9
2020,Alabama,43.4
2020,Minnesota,35.0
2020,Montana,28.5
2020,Maryland,25.2
2020,North Carolina,38.8
2020,New Jersey,26.7
2020,New Jersey,29.2
2020,Oregon,23.5
2012,Washington,34.2
2020,Idaho,28.9
2020,Arkansas,35.7
2020,South Dakota,33.0
2020,District of Columbia,24.3
2020,Arizona,29.3
2020,Ohio,35.5
2020,Texas,32.1
2020,Vermont,26.1
2020,Vermont,32.4
2020,New Mexico,34.6
2020,Alaska,38.2
2020,New Mexico,35.8
2020,Delaware,34.3
2020,Puerto Rico,39.5
2020,Utah,33.4
2020,District of Columbia,16.4
2020,Alaska,32.7
2020,Texas,40.9
2020,New Jersey,26.0
2020,Arizona,36.5
2020,Nebraska,44.3
2020,Maine,34.9
2020,Hawaii,18.8
2020,Arkansas,24.7
2020,Tennessee,35.6
2020,Rhode Island,33.2
2020,Michigan,41.2
2020,Minnesota,38.7
2020,Washington,31.3
2020,Louisiana,32.0
2020,West Virginia,39.3
2020,Utah,7.0
2020,Idaho,32.7
2020,West Virginia,34.9
2020,South Carolina,21.2
2020,Puerto Rico,31.7
2020,Ohio,37.1
2020,Arkansas,44.7
2020,Maryland,34.7
2020,Maine,33.5
2020,Wisconsin,30.4
2020,Kansas,29.3
2020,Wyoming,36.7
2020,Rhode Island,10.4
2020,Delaware,35.4
2020,Kentucky,46.6
2020,Puerto Rico,31.5
2020,New Jersey,38.1
2020,Colorado,28.7
2020,Michigan,36.6
2020,Louisiana,47.1
2020,Maryland,28.5
2020,Indiana,36.5
2020,Maryland,36.9
2020,Washington,29.7
2020,Alabama,38.8
2020,Kansas,38.8
2020,Missouri,35.0
2016,Georgia,17.3
2016,Connecticut,24.1
2014,Puerto Rico,23.2
2020,Delaware,36.5
2020,Florida,15.0
2020,Ohio,30.2
2014,Guam,24.9
2020,Minnesota,29.7
2020,Mississippi,35.5
2020,Guam,33.8
2020,Tennessee,30.5
2020,Montana,31.4
2020,South Dakota,47.1
2020,Georgia,34.9
2020,California,33.9
2020,Kansas,36.3
2020,New Jersey,10.7
2020,Oregon,32.4
2020,South Dakota,32.5
2020,Virginia,32.6
2020,Maine,34.2
2020,Alabama,42.0
2020,Mississippi,38.9
2020,New Mexico,31.8
2015,Puerto Rico,29.5
2020,Colorado,23.2
2020,Hawaii,25.1
2020,Pennsylvania,32.6
2020,Massachusetts,34.7
2020,District of Columbia,41.8
2020,Idaho,31.1
2020,Pennsylvania,31.3
2020,Tennessee,42.6
2020,Alabama,40.1
2020,Michigan,35.2
2020,Ohio,34.9
2017,Oklahoma,36.1
2020,New Jersey,20.6
2020,West Virginia,41.2
2020,Florida,28.7
2020,Oklahoma,44.1
2020,New Mexico,30.9
2020,Arizona,31.1
2020,Arkansas,39.0
2020,South Dakota,32.4
2020,California,44.5
2013,Wyoming,29.1
2020,Virginia,34.0
2020,Rhode Island,24.4
2020,Alaska,35.3
2020,Idaho,16.7
2020,Illinois,39.8
2020,Mississippi,39.1
2020,Montana,26.4
2020,Pennsylvania,29.1
2020,New Hampshire,31.9
2020,Rhode Island,31.2
2020,Nebraska,34.7
2020,Missouri,10.8
2020,Virginia,26.0
2020,California,39.4
2020,Texas,15.4
2020,Kansas,32.9
2020,South Carolina,43.3
2020,Maine,18.7
2020,Oklahoma,36.9
2020,Connecticut,41.1
2020,South Dakota,32.2
2020,Arizona,44.0
2020,Arizona,30.6
2020,Wyoming,35.2
2020,Nebraska,9.5
2020,Delaware,35.8
2016,New York,9.9
2016,Wisconsin,31.2
2016,Guam,37.1
2016,New York,31.6
2016,Virgin Islands,39.8
2016,California,27.3
2016,Florida,23.8
2016,Nevada,25.8
2020,Louisiana,39.8
2020,North Carolina,35.1
2020,District of Columbia,19.1
2020,Maine,30.9
2020,Wisconsin,47.3
2020,Arkansas,40.3
2020,North Dakota,40.8
2020,Indiana,47.0
2020,Hawaii,35.4
2020,Nebraska,31.5
2020,North Carolina,38.1
2020,Massachusetts,28.6
2020,Utah,31.4
2020,Montana,28.9
2020,Maryland,37.0
2020,Michigan,40.2
2020,Alabama,30.3
2020,Pennsylvania,30.9
2020,Wyoming,34.0
2020,Washington,17.3
2020,Oregon,31.8
2020,Virginia,31.8
2020,Florida,32.1
2016,Montana,26.0
2016,North Dakota,36.0
2016,Hawaii,36.6
2016,Ohio,31.5
2016,Oklahoma,27.9
2016,Pennsylvania,30.5
2020,Nevada,36.9
2020,Colorado,21.6
2020,Louisiana,45.6
2020,New Hampshire,33.1
2020,Indiana,40.9
2020,Nebraska,34.0
2020,West Virginia,33.9
2020,Tennessee,32.0
2020,Wisconsin,35.3
